Application Name,Date,Customer Initiated Transactions_Volume (Mn),Customer Initiated Transactions_Value (Cr),B2C Transactions_Volume (Mn),B2C Transactions_Value (Cr),B2B Transactions_Volume (Mn),B2B Transactions_Value (Cr),On0us Transactions_Volume (Mn),On0us Transactions_Value (Cr),Total_Volume (Mn),Total_Value (Cr),year,Month,Avg_Transaction_Value,average_transaction,Year
BAJAJ FINSERV,2024-06-01,8.23,1852.43,0.0,0.0,0.0,0.0,0.0,0.0,8.23,1852.43,2024,2024-06,225.08262454434993,225.08262454434993,2024
BANK OF BARODA APPS,2024-06-01,1.03,450.62,0.0,0.0,0.0,0.0,0.0,0.0,1.03,450.62,2024,2024-06,437.49514563106794,437.49514563106794,2024
BANK OF INDIA APPS,2024-06-01,0.1,38.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,38.05,2024,2024-06,380.49999999999994,380.49999999999994,2024
BANK OF MAHARASHTRA APPS,2024-06-01,0.05,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,11.11,2024,2024-06,222.2,222.2,2024
BHIM,2024-06-01,22.72,7965.69,0.0,0.0,0.0,0.0,0.0,0.0,22.72,7965.69,2024,2024-06,350.60255281690144,350.60255281690144,2024
CANARA BANK APPS,2024-06-01,2.88,793.85,0.0,0.0,0.0,0.0,0.0,0.0,2.88,793.85,2024,2024-06,275.64236111111114,275.64236111111114,2024
CENTRAL BANK OF INDIA APPS,2024-06-01,0.83,188.63,0.0,0.0,0.0,0.0,0.0,0.0,0.83,188.63,2024,2024-06,227.26506024096386,227.26506024096386,2024
CITI BANK APPS,2024-06-01,0.06,70.21,0.0,0.0,0.0,0.3,0.0,0.0,0.07,70.51,2024,2024-06,1007.2857142857142,1007.2857142857142,2024
CITY UNION BANK APPS,2024-06-01,0.08,28.66,0.0,0.0,0.0,0.0,0.0,0.0,0.08,28.66,2024,2024-06,358.25,358.25,2024
CRED,2024-06-01,138.42,45720.01,0.0,0.0,0.0,0.0,0.0,0.0,138.42,45720.01,2024,2024-06,330.2991619708135,330.2991619708135,2024
DBS DIGIBANK APPS,2024-06-01,0.49,198.19,0.0,0.0,0.0,0.49,0.0,0.0,0.5,198.68,2024,2024-06,397.36,397.36,2024
DEUTSCHE BANK APPS,2024-06-01,2.25,334.1,0.0,0.0,0.0,0.03,0.0,0.0,2.25,334.12,2024,2024-06,148.49777777777777,148.49777777777777,2024
DHANI,2024-06-01,0.11,13.84,0.0,0.0,0.0,0.0,0.0,0.0,0.11,13.84,2024,2024-06,125.81818181818181,125.81818181818181,2024
DIGIKHATA,2024-06-01,0.19,63.31,0.0,0.0,0.0,0.0,0.0,0.0,0.19,63.31,2024,2024-06,333.2105263157895,333.2105263157895,2024
EQUITAS SMALL FINANCE BANK APPS,2024-06-01,0.04,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04,26.25,2024,2024-06,656.25,656.25,2024
FAMAPP BY TRIO,2024-06-01,50.78,641.36,0.0,0.0,0.0,0.0,0.0,0.0,50.78,641.36,2024,2024-06,12.630169358014966,12.630169358014966,2024
FEDERAL BANK APPS,2024-06-01,5.67,790.57,0.0,0.0,0.0,0.0,0.0,0.0,5.67,790.57,2024,2024-06,139.43033509700177,139.43033509700177,2024
FINO PAYMENTS BANK APPS,2024-06-01,0.41,55.79,0.0,0.0,0.0,0.0,0.0,0.0,0.41,55.79,2024,2024-06,136.07317073170734,136.07317073170734,2024
FLIPKART UPI,2024-06-01,5.97,337.24,0.0,0.0,0.0,0.0,0.0,0.0,5.97,337.24,2024,2024-06,56.4891122278057,56.4891122278057,2024
GOOGLE PAY,2024-06-01,5103.99,707241.27,0.0,0.0,0.0,0.0,0.0,0.0,5103.99,707241.27,2024,2024-06,138.56635103125203,138.56635103125203,2024
GROWW,2024-06-01,11.26,9094.72,0.0,0.0,0.0,0.0,0.0,0.0,11.26,9094.72,2024,2024-06,807.7015985790408,807.7015985790408,2024
HDFC BANK APPS,2024-06-01,34.57,8166.94,0.03,0.08,0.0,0.27,0.0,0.0,34.6,8167.3,2024,2024-06,236.0491329479769,236.0491329479769,2024
